Report Number,Category,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2015-322627,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.342919,47.61711316
2015-322891,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2956257,47.599211
2015-322951,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3668047,47.71124613
2015-324595,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3439344,47.61536891
2015-325079,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276834,47.59579405
2015-325137,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2965258,47.73324995
2015-325832,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3396143,47.61516016
2015-325835,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3422045,47.61493269
2015-329586,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3805052,47.66944627
2015-329590,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3194347,47.61294002
2015-329883,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2812932,47.53704231
2015-330143,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2807702,47.5519382
2015-333458,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3027273,47.61226542
2015-333878,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3699842,47.72506979
2015-334891,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2615904,47.51978103
2015-335223,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKEWOOD/SEWARD PARK,-122.258073,47.55061696
2015-335272,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GEORGETOWN,-122.3304638,47.5443856
2015-335505,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,EASTLAKE - EAST,-122.3273825,47.62666435
2015-335821,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3290623,47.58617012
2015-336524,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207558,47.60865749
2015-336697,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207895,47.61465549
2015-336698,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3471636,47.61375921
2015-337499,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3290487,47.59239438
2015-337621,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181689,47.6158384
2015-337625,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3696871,47.6650411
2015-337669,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3002877,47.57671719
2015-337864,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3396715,47.60522375
2015-337964,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3194655,47.61524514
2015-338936,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3076606,47.59999896
2015-338948,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3313785,47.71182287
2015-340073,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3385426,47.61218154
2015-340145,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3670249,47.62559367
2015-340293,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3357817,47.60587262
2015-342731,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3194468,47.61408516
2015-343400,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.342163,47.60817175
2015-343931,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.331777,47.60149293
2015-345450,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3181594,47.61525439
2015-345889,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3131878,47.65905499
2015-346154,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3131683,47.65979512
2015-346743,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MILLER PARK,-122.3073375,47.62127637
2015-346749,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,JUDKINS PARK/NORTH BEACON HILL,-122.3027592,47.59927791
2015-346954,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3470967,47.63825425
2015-347638,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2981507,47.57835005
2015-347782,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH DELRIDGE,-122.3629991,47.55101312
2015-348052,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3213932,47.5858538
2015-349525,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3141442,47.60921595
2015-350562,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2770719,47.54932469
2015-352487,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3172228,47.59918907
2015-352633,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3335329,47.67526483
2015-352901,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2739888,47.53763238
2015-356068,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3184356,47.59750452
2015-356508,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3234439,47.60412808
2015-357947,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3208989,47.62153197
2015-358656,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3192843,47.65945928
2015-358698,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MAGNOLIA,-122.4122147,47.6536645
2015-361347,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3128269,47.52601384
2015-362923,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.3499127,47.6534349
2015-363352,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.2923421,47.73102844
2015-364198,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3027554,47.61080622
2015-365256,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3308075,47.60046424
2015-365943,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3276806,47.59665538
2015-366315,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3724949,47.65622747
2015-367179,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3221022,47.61352655
2015-367652,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3042449,47.58451194
2015-368500,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3196436,47.59834791
2015-369237,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3268303,47.61352218
2015-369432,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2764033,47.52331234
2015-369648,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MAGNOLIA,-122.378856,47.64798063
2015-370010,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3761039,47.66153291
2015-371253,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3428796,47.60981273
2015-371580,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,WALLINGFORD,-122.3427754,47.64854073
2015-372815,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MORGAN,-122.3857634,47.54393578
2015-373342,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2849806,47.60233231
2015-374955,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2015-376513,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3130342,47.66749153
2015-376629,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,COLUMBIA CITY,-122.2853849,47.55704307
2015-378111,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3342851,47.62426535
2015-378303,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3189329,47.52645302
2015-378303,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3189329,47.52645302
2015-378303,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3189329,47.52645302
2015-378303,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3189329,47.52645302
2015-378849,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3246152,47.7086028
2015-378990,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3199066,47.6231255
2015-379727,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2861869,47.55307318
2015-380780,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3270316,47.59583677
2015-382405,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3036354,47.6129331
2015-382464,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3102234,47.60217894
2015-382485,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2934663,47.62074705
2015-382536,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2737411,47.54381503
2015-383510,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3045913,47.6489974
2015-384431,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3001493,47.61001804
2015-386245,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROOSEVELT/RAVENNA,-122.3142558,47.67274446
2015-386444,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3665125,47.53188282
2015-387371,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD NORTH,-122.3749781,47.67594863
2015-387408,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2739888,47.53763238
2015-387469,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373204,47.61132124
2015-388042,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3348257,47.60004523
2015-388631,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3183927,47.6635659
2015-388791,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3268036,47.6167093
2015-388791,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3268036,47.6167093
2015-388952,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.347002,47.66097928
2015-389005,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HIGH POINT,-122.3643127,47.55282824
2015-389129,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3266011,47.62470227
2015-389656,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2015-389929,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2993112,47.59808735
2015-390486,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3445627,47.61222186
2015-390593,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3566702,47.69332422
2015-391706,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3391205,47.61120103
2015-391887,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3205325,47.70721264
2015-392238,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3207714,47.61351951
2015-392506,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3380477,47.61170568
2015-394232,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MADRONA/LESCHI,-122.2998601,47.60007717
2015-394451,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.344734,47.65164328
2015-394713,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2861319,47.57639392
2015-394862,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2882404,47.56794237
2015-395211,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH BEACON HILL,-122.3027081,47.57595726
2015-395611,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIGEON POINT,-122.3600859,47.57012654
2015-396358,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3234439,47.60412808
2015-396480,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3278535,47.61849674
2015-396948,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MID BEACON HILL,-122.3161436,47.55270692
2015-397769,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GREENWOOD,-122.3573119,47.69060653
2015-398674,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD NORTH,-122.3767833,47.6841481
2015-398774,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.3648853,47.65911969
2015-400080,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.274091,47.54247026
2015-400160,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3725711,47.53281555
2015-400901,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3383483,47.60951744
2015-401392,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GEORGETOWN,-122.3295344,47.55526725
2015-401761,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH DELRIDGE,-122.3557972,47.52103241
2015-402340,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.3549838,47.65236053
2015-403385,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2755685,47.52425323
2015-405638,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2699896,47.53096562
2015-405823,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3382473,47.6102463
2015-407439,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3328752,47.60130116
2015-407898,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2699807,47.53545842
2015-408722,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NEW HOLLY,-122.2841596,47.54066928
2015-409271,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MOUNT BAKER,-122.2892436,47.56794838
2015-409787,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.337592,47.61120737
2015-409825,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2847567,47.55010751
2015-410868,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3466428,47.64141974
2015-411250,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2999624,47.60391273
2015-411520,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.3141695,47.60555587
2015-412240,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SANDPOINT,-122.2622281,47.67889074
2015-412693,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.2978425,47.60617327
2015-412828,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3448343,47.71354798
2015-412971,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3153881,47.66219773
2015-414673,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2690861,47.53358105
2015-414727,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3249511,47.61298796
2015-414912,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GEORGETOWN,-122.3304638,47.5443856
2015-417305,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3142332,47.61470207
2015-417498,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3295143,47.60405522
2015-417904,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTH DELRIDGE,-122.3612059,47.54329809
2015-418139,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,HILLMAN CITY,-122.2774605,47.55080274
2015-418141,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2015-418338,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3313926,47.60107283
2015-418390,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,LAKECITY,-122.308177,47.72661096
2015-421285,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2612723,47.50717303
2015-421725,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MORGAN,-122.3805057,47.54476682
2015-421780,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3221109,47.6140662
2015-421974,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3435047,47.61570093
2015-422034,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2563883,47.5058696
2015-422438,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3445262,47.69092488
2015-423193,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3322515,47.60201216
2015-423432,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3313926,47.60107283
2015-424226,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2570623,47.51068632
2015-424494,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2680301,47.51985178
2015-425134,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2772683,47.54067488
2015-425377,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,COLUMBIA CITY,-122.2875865,47.55344408
2015-427000,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,MID BEACON HILL,-122.2947727,47.55353845
2015-429605,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BRIGHTON/DUNLAP,-122.2773624,47.53705786
2015-429620,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FIRST HILL,-122.328992,47.61019308
2015-429999,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3351198,47.61018167
2015-430945,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD NORTH,-122.3767962,47.68780124
2015-432218,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.3473338,47.65900378
2015-432604,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3500738,47.61430799
2015-433179,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,GEORGETOWN,-122.3216838,47.54674503
2015-433219,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3372382,47.60998189
2015-433301,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.347002,47.66097928
2015-433376,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3261858,47.61577634
2015-434172,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,UNIVERSITY,-122.3131878,47.65905498
2015-434480,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.331313,47.60872917
2015-435205,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3665302,47.52828076
2015-435375,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3273554,47.60337148
2015-436311,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3351198,47.61018167
2015-437088,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3567246,47.62269258
2015-437274,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3338246,47.6037328
2015-441330,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3428796,47.60981273
2015-441886,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3300428,47.71177192
2015-441886,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3300428,47.71177192
2015-443654,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3175964,47.69446718
2015-445523,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CENTRAL AREA/SQUIRE PARK,-122.3001267,47.61157276
2015-447314,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BALLARD SOUTH,-122.3839483,47.66704511
2015-448293,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2630915,47.50718089
2015-448373,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3380477,47.61170568
2015-449430,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2015-449702,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,QUEEN ANNE,-122.3527922,47.62457274
2015-449905,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER VIEW,-122.2620282,47.51601008
2015-450486,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3423002,47.72551124
2015-450564,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BELLTOWN,-122.3540276,47.61664361
2015-450620,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,FREMONT,-122.3549838,47.65236053
2023-000052,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.345841,47.61856414
2023-000510,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,PIONEER SQUARE,-122.3332682,47.59678343
2023-001001,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3246453,47.61848551
2023-001258,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CHINATOWN/INTERNATIONAL DISTRICT,-122.3220524,47.59750785
2023-002823,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,BITTERLAKE,-122.3449568,47.72139178
2023-003029,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3332356,47.60644458
2023-003549,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,NORTHGATE,-122.3246152,47.7086028
2023-004177,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3168821,47.61701639
2023-004591,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,RAINIER BEACH,-122.2667623,47.51984487
2023-004754,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3248291,47.61927445
2023-005441,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2023-006721,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SOUTH PARK,-122.3370981,47.53826423
2023-007624,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,CAPITOL HILL,-122.3209243,47.62312892
2023-007827,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,DOWNTOWN COMMERCIAL,-122.3323883,47.60384051
2023-008132,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SODO,-122.3290568,47.58719857
2023-010739,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,SLU/CASCADE,-122.3447935,47.61470458
